"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"8005",614.34179949687,-2.52009266219627,0.100994817516013,1.92081818747248e-138,8.26695363137351e-136
"249",665.53102414445,-2.24065189280687,0.0905300963967021,3.498267369416e-136,1.45855885133588e-133
"42",583.856426684192,-2.66284996743141,0.108407575682388,1.83533636865393e-134,7.42032055472143e-132
"1178",5526.97601504378,-1.29964108281737,0.0528980331984841,2.74505007024998e-133,1.0771899422728e-130
"1339",2119.90648945072,-1.64280888161622,0.0683218904841075,2.84030507485316e-128,1.08272429453402e-125
"8716",913.802377356934,-2.60045684198853,0.108413016834362,3.349644957067e-128,1.24141563936633e-125
"10693",497.853342508074,-2.2089294061043,0.0927603501870683,2.82787799409389e-126,1.01971751884326e-123
"3480",1307.01284741095,-1.47298669297013,0.0627229764696622,1.37145914223566e-122,4.81526523044951e-120
"4452",303.184121604459,-3.22367189812362,0.138805695123676,2.77672635595988e-120,9.49925206185046e-118
"3562",966.986015139016,-1.67258881247716,0.0719841820157577,4.24581671196387e-120,1.41619216427555e-117
"12136",2733.67819261469,-1.61596765106459,0.0697200124653043,1.21825584570711e-119,3.96438280327422e-117
