"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"34384",1.24227692307692,-0.0422396449704142,3.62854802479879,0.00275469882565253,0.0222612627320895,-2.36181060369919
"788",3.49994711538461,-0.534582840236687,3.62767280186093,0.00275947502829969,0.0222898332490511,-2.36354605990755
"34989",2.88408557692308,-1.14979881656805,3.62170053282331,0.00279229060923495,0.0224639967082854,-2.37538807770877
"33263",1.92432403846154,-1.0628224852071,3.6192864552868,0.00280566679332417,0.0225463659622778,-2.38017467132284
"34135",2.23472788461538,-2.18387869822485,3.61220536434841,0.00284527710539956,0.0228034711398396,-2.39421451308406
"33391",1.07031538461538,-0.258801775147929,3.61061743756715,0.00285423694118659,0.022854887243123,-2.39736283996826
"33227",3.43457307692308,-1.29849112426036,3.61049577317699,0.00285492460366778,0.0228552999298528,-2.39760405825999
"37690",2.17694230769231,-0.153579881656805,3.60727732368434,0.00287317657738073,0.0229604896015819,-2.4039850516636
"18184",1.08924711538462,0.262263313609467,3.60523379558775,0.0028848266445666,0.0230177518349175,-2.40803653375359
"13741",1.17584615384615,-0.345443786982249,3.60031149103299,0.00291308472863434,0.0231825406631459,-2.41779519873586
"17928",4.00925865384615,-2.33021301775148,3.59792318788677,0.00292689610398646,0.023231631730993,-2.42252997034702
"14291",2.83568942307692,-0.436739644970414,3.59356658691627,0.00295226052997692,0.0233609050587198,-2.43116662433818
"6194",2.53801153846154,-0.823130177514793,3.59351850926424,0.00295254167585089,0.0233609050587198,-2.43126193315434
"31422",2.14365673076923,-1.42205029585799,3.59152252511868,0.00296423756879941,0.0234070531009657,-2.43521872464037
"34017",1.11089519230769,-0.502073964497041,3.59054526423252,0.00296998108146423,0.0234318072630497,-2.43715599881743
"35035",3.60408076923077,-2.12360355029586,3.58824381992258,0.00298355144376498,0.023512026357235,-2.44171820460727
"21532",2.06664615384615,-0.271443786982249,3.58646692345936,0.00299407163648823,0.0235546310110326,-2.44524052393506
"43109",3.29079230769231,-2.55750295857988,3.58388826827729,0.00300940530841806,0.0236286982793166,-2.45035205937513
"17896",2.14720480769231,-1.79684911242604,3.57876698002988,0.00304009386977904,0.023786483590438,-2.4605033642077
"9376",1.04860480769231,-0.223502958579882,3.57753480592894,0.00304752450452543,0.023823870305286,-2.46294567898293
"39534",2.01963557692308,-0.663798816568047,3.57431704529908,0.00306701577053497,0.0239263068365675,-2.46932352272792
"20947",1.13340096153846,-0.317600591715976,3.57010333879421,0.00309273021947131,0.0240672956585195,-2.47767509628641
"15390",1.13060384615385,0.267559171597633,3.56820630247197,0.00310437792027142,0.0241213655487526,-2.48143490790016
"18478",1.30575,1.10673076923077,3.56522884578821,0.00312274864569058,0.0242065234284826,-2.48733589664347
"25138",2.652775,-0.624038461538461,3.56432080133968,0.0031283730165752,0.0242239901104592,-2.4891355027399
"36981",1.28110384615385,-0.611710059171598,3.56238882451873,0.00314037358165652,0.0242855106361036,-2.49296432840651
"17010",1.89209134615385,-1.27994082840237,3.56107345307413,0.00314857063116234,0.0243227250498885,-2.49557110844143
"18028",1.09408076923077,-0.145642011834319,3.55892304528309,0.00316201791168255,0.0243846622770643,-2.49983266705817
"24582",1.18057307692308,-0.194414201183432,3.55624749993197,0.00317882996397872,0.024483318998566,-2.50513477022467
"37729",2.69429519230769,-0.369497041420118,3.55599447862889,0.00318042450625255,0.024483318998566,-2.50563617181162
"42200",3.12268557692308,-0.295875739644971,3.5554953617845,0.00318357230983396,0.0244983014607034,-2.5066252462264
"22587",1.18722115384615,-0.650674556213018,3.5494213901594,0.00322213199693656,0.0247156235093795,-2.51866126455796
"21538",2.22809519230769,-1.06488165680473,3.54506563290086,0.00325007347304739,0.0248450829389616,-2.52729197659176
"7134",3.99644038461538,-3.05960946745562,3.54224028208713,0.00326832812164952,0.024963384583917,-2.53289001770681
"32586",1.07732596153846,-0.284715976331361,3.54077785015922,0.00327781748165114,0.0250199074353609,-2.53578754570664
"4414",2.76432596153846,-1.25256213017751,3.53782250514203,0.00329707883754048,0.0251219862852003,-2.54164282880389
"6227",2.51498173076923,0.15764201183432,3.53132472632519,0.00333982996839239,0.0253585695127579,-2.55451576862599
"68",1.03247019230769,0.296156804733728,3.53059643793477,0.00334465631155381,0.0253844859775701,-2.55595853227875
"34207",1.19291057692308,-0.195837278106509,3.52827555874856,0.00336008363400114,0.0254443838944458,-2.56055617580016
"17050",2.20596057692308,-1.40779881656805,3.52656531829232,0.00337149779125219,0.0254897084438535,-2.56394405457277
"35949",1.05365096153846,-1.16113905325444,3.52462945738905,0.0033844648844005,0.0255459193339924,-2.56777877563399
"28977",1.27239519230769,-0.864227810650888,3.52284979079114,0.00339643005530858,0.0256041647341021,-2.57130400100991
"15200",2.74804134615385,-1.40863313609468,3.52253613147419,0.00339854328305639,0.0256041647341021,-2.57192529901691
"33484",1.04258942307692,0.100760355029586,3.52064803530337,0.00341129203192227,0.0256732952272592,-2.57566519066395
"43157",1.45555,-1.18276923076923,3.51451345880821,0.00345304722219312,0.0258944861031765,-2.5878156888341
"29628",4.71914230769231,-2.0238875739645,3.51251677600648,0.00346674844712041,0.0259223319368552,-2.59177019551519
"25095",3.68259038461538,-0.588340236686391,3.51000847921818,0.0034840379810351,0.025981320178624,-2.59673780342198
"38657",1.66448942307692,-1.33347041420118,3.50926767442072,0.00348916089281885,0.0260141236186114,-2.59820490896451
"36995",1.08085,0.0171923076923077,3.5073227898508,0.00350264654358815,0.0260444096987953,-2.60205651957688
"33327",1.17822788461538,-0.551917159763314,3.5068116244651,0.0035061996188122,0.0260600426363888,-2.60306880195347
"16089",3.58594038461538,-1.63380177514793,3.50524127777653,0.00351713770539642,0.0260927608129647,-2.60617857496826
"18932",1.38638173076923,-0.634434911242604,3.50437327638376,0.00352319841579407,0.0261107664771174,-2.60789745361935
"1889",1.26188846153846,-0.650062130177515,3.50419180907077,0.00352446681679186,0.0261116248589239,-2.608256805227
"30525",2.40668653846154,-0.849284023668639,3.50014831023594,0.00355284919546781,0.026265497683943,-2.61626369461869
"29651",2.37106346153846,-1.08913905325444,3.49926725097483,0.00355906404895073,0.0262952112306705,-2.61800828856785
"36827",2.97326634615385,-1.06436390532544,3.49402757427033,0.00359625062137214,0.0265007067828483,-2.62838290097305
"36829",3.78150288461538,-0.929917159763313,3.49395494418703,0.00359676882393411,0.0265007067828483,-2.62852670291707
"35932",2.8245875,-1.34726923076923,3.4865936354079,0.00364968213513522,0.0267447337208389,-2.64310060410362
"24387",1.1021875,-0.648076923076923,3.48475500972555,0.00366302005035177,0.0268151278298877,-2.64674042168565
"21490",1.79486730769231,-0.0642721893491123,3.48432867296518,0.00366611981723308,0.0268323525999933,-2.64758439836643
"39491",2.42312211538462,-0.492736686390533,3.48306088956402,0.00367535309275916,0.0268725602909532,-2.65009406614346
"27841",2.59418846153846,-0.980639053254438,3.47803987992006,0.00371215153850667,0.0270129563787186,-2.66003295548098
"19148",1.32715673076923,-0.321973372781065,3.47116467649444,0.00376314115189097,0.0271934630825203,-2.67364067159579
"37989",1.00563365384615,-0.147136094674556,3.46696647013982,0.00379462275272472,0.0273714115403828,-2.68194909207946
"33308",1.24589134615385,-0.589979289940829,3.46636446648667,0.00379915873192767,0.0273821412396047,-2.68314042719423
"39553",2.53932596153846,-1.11852366863905,3.46568702819386,0.00380426961675876,0.0274134783514893,-2.68448102719892
"22586",1.24080192307692,-0.280470414201184,3.46514416082877,0.00380837023048328,0.0274146050397686,-2.68555530870693
"23432",1.03885673076923,-0.0994349112426036,3.46433100524448,0.00381452081496204,0.0274433156509353,-2.68716444310733
"40390",2.12224230769231,-0.395695266272189,3.462770105283,0.00382635522550729,0.0275119305377729,-2.69025319998006
"16998",2.11712788461538,-0.937647928994083,3.45513416968316,0.00388478343847283,0.0278373323017332,-2.70536205359064
"26045",1.88298557692308,-0.189260355029586,3.45491624555138,0.00388646403755011,0.0278438218155809,-2.70579321556558
"13114",1.52628942307692,0.0527218934911242,3.45272095487151,0.00390343461456635,0.0279265290447843,-2.7101364824532
"34128",4.36148365384615,-1.87771301775148,3.45261874676821,0.0039042265410101,0.0279265290447843,-2.7103386910615
"36696",1.11791057692308,0.598701183431953,3.4510978569663,0.00391602976211622,0.027977536950303,-2.7133475708151
"29621",3.09204711538461,-1.66004437869822,3.44936954684014,0.003929486258829,0.0280569379557765,-2.71676668984369
